# Species	Genes	Alg.-Conn.	BLACK-SR-VP_26_10_2019_C_40cm_scaffold_23_FINAL_IR.proteins.faa	LILAC_Borg_RifSed_csp1_19ft_2_complete.proteins.faa	PURPLE_Borg_SRVP18_trench_6_60cm_32_41_complete.proteins.faa	RifSed_csp2_16ft_3_Methanoperedens_45_12.proteins.faa	SKY_Borg_SRVP18_hole-7m-from-trench_1_80cm_complete.proteins.faa	SR-VP_0-2cm_Methanoperedens_41_45.proteins.faa	SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19.proteins.faa	SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46.proteins.faa	SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10.proteins.faa	SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15.proteins.faa	SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31.proteins.faa	SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37.proteins.faa	SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82.proteins.faa	SRVP18_trench_6_60cm_Methanoperedens_43_12.proteins.faa
14	16	0.219	BLACK-SR-VP_26_10_2019_C_40cm_scaffold_23_FINAL_IR_1098|BLACK-SR-VP_26_10_2019_C_40cm_scaffold_23_FINAL_IR|SR-VP_26_10_2019_C_40cm	LILAC_RifSed_csp1_19ft_2_test_LILAC_rev17_terminal_repeats-final_779|LILAC_Borg_RifSed_csp1_19ft_2_complete|RifSed_csp1_19ft_2	SRVP18_trench_6_60cm_scaf_214_117_86_FINAL_1212|PURPLE_Borg_SRVP18_trench_6_60cm_32_41_complete|SRVP18_trench_6_60cm	RifSed_csp2_16ft_3_scaffold_2334_18|RifSed_csp2_16ft_3_Methanoperedens_45_12|RifSed_csp2_16ft_3	SRVP18_hole-7m-from-trench_1_80cm_scaf_35_ext_315-rev_6-w_terminal_repeats_896|SKY_Borg_SRVP18_hole-7m-from-trench_1_80cm_complete|SRVP18_hole-7m-from-trench_1_80cm	SR-VP_0-2_scaffold_141_5181056_11|SR-VP_0-2cm_Methanoperedens_41_45|SR-VP_0-2cm_Biohub_180515	SR-VP_26_10_2019_1_100cm_scaffold_143_7|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	SR-VP_26_10_2019_2_100cm_scaffold_42621_2|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	SR-VP_26_10_2019_C_40cm_scaffold_2765_10|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	SR-VP_26_10_2019_C_40cm_scaffold_53_6|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_15|SR-VP_26_10_2019_C_40cm	SRVP18_hole-7m-from-trench_1_20cm_scaffold_166_282|SRVP18_hole-7m-from-trench_1_20cm__Methanoperedens-related_44_31|SRVP18_hole-7m-from-trench_1_20cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_23928_2|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm,SRVP18_hole-7m-from-trench_1_80cm_scaffold_1071_5|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_hole-7m-from-trench_1_80cm_scaffold_1884_11|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	SRVP18_trench_6_60cm_scaffold_39897_7|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm,SRVP18_trench_6_60cm_scaffold_5160_5|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_5164_3|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	SRVP18_hole-7m-from-trench_1_80cm_scaffold_3652_11|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	*
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_5192_13|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	SRVP18_hole-7m-from-trench_1_80cm_scaffold_4603_1|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	*	*
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_5269_2|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	SRVP18_hole-7m-from-trench_1_80cm_scaffold_80374_1|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	*
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_5301_10|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	*	SRVP18_trench_6_60cm_scaffold_7794_9|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_5356_4|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	*	SRVP18_trench_6_60cm_scaffold_1363_2|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_5405_10|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	SRVP18_hole-7m-from-trench_1_80cm_scaffold_2485_10|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	*
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_6585_1|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	SRVP18_hole-7m-from-trench_1_80cm_scaffold_2032_2|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	*
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_6643_6|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	*	SRVP18_trench_6_60cm_scaffold_9518_8|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_7082_4|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	*	SRVP18_trench_6_60cm_scaffold_24967_4|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_7200_1|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	SRVP18_hole-7m-from-trench_1_80cm_scaffold_53574_3|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	*
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_7200_3|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	SRVP18_hole-7m-from-trench_1_80cm_scaffold_524_18|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	*	*
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_7410_5|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	*	SRVP18_trench_6_60cm_scaffold_10600_1|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_7650_9|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	*	SRVP18_trench_6_60cm_scaffold_95736_4|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_784_19|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	SRVP18_hole-7m-from-trench_1_80cm_scaffold_39921_2|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	*
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_7925_10|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	SRVP18_hole-7m-from-trench_1_80cm_scaffold_43237_2|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	*
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_8127_9|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	*	SRVP18_trench_6_60cm_scaffold_42479_3|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_8576_1|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	*	SRVP18_trench_6_60cm_scaffold_1170_26|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_8595_7|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	SRVP18_hole-7m-from-trench_1_80cm_scaffold_1855_9|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	*
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_8786_9|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	SRVP18_hole-7m-from-trench_1_80cm_scaffold_2566_12|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_82|SRVP18_hole-7m-from-trench_1_80cm	*
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_9036_6|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	*	SRVP18_trench_6_60cm_scaffold_1379_3|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_9036_7|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	*	SRVP18_trench_6_60cm_scaffold_1379_4|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_9036_8|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	*	SRVP18_trench_6_60cm_scaffold_1379_5|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_984_24|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	SRVP18_hole-7m-from-trench_1_80cm_scaffold_5918_6|SRVP18_hole-7m-from-trench_1_80cm_Methanoperedens-related_43_37|SRVP18_hole-7m-from-trench_1_80cm	*	*
2	2	1	*	*	*	*	*	*	*	SR-VP_26_10_2019_2_100cm_scaffold_984_31|SR-VP_26_10_2019_2_100cm_Methanoperedens_44_46|SR-VP_26_10_2019_2_100cm	*	*	*	*	*	SRVP18_trench_6_60cm_scaffold_13740_2|SRVP18_trench_6_60cm_Methanoperedens_43_12|SRVP18_trench_6_60cm
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_1045_10|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_1614_32|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_1045_19|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_1614_23|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_1045_9|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_1614_33|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_1153_11|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_3048_6|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_1153_12|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_3048_7|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_1153_13|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_3048_8|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_143_102|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_4070_8|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_143_103|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_4070_7|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_143_104|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_4070_6|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_143_105|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_4070_5|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_143_117|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_20332_3|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_143_121|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_6061_3|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_143_122|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_6061_4|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_143_123|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_6061_5|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_143_20|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_3930_5|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_143_21|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_3930_6|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_143_22|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_3930_7|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_143_23|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_3930_8|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_143_44|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_6007_2|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_143_52|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_1817_8|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_143_64|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_1817_20|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_143_90|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_6020_10|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_148_112|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_2727_16|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_148_113|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_2727_17|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_148_120|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_2727_24|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_148_121|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_2727_25|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_148_1|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_8087_13|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_148_43|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_3020_26|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_148_44|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_3020_25|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_148_50|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_3020_19|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_148_62|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_3020_7|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_148_90|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_1439_7|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_1549_12|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_12557_1|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_1549_9|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_14434_2|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_160_37|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_3798_4|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_160_7|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_3643_8|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_160_8|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_3643_7|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_160_93|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_1944_21|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_160_95|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_1944_23|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
2	2	1	*	*	*	*	*	*	SR-VP_26_10_2019_1_100cm_scaffold_160_9|SR-VP_26_10_2019_1_100cm_Methanoperedens_44_19|SR-VP_26_10_2019_1_100cm	*	SR-VP_26_10_2019_C_40cm_scaffold_3643_6|SR-VP_26_10_2019_C_40cm_Methanoperedens_44_10|SR-VP_26_10_2019_C_40cm	*	*	*	*	*
